CKG_NM,CKG_MTRL_CN
카레새우삼각김밥,[재료] 새우 7마리| 양파 1/4개| 김치 1/6포기| 밥지을쌀| 김밥용김| 계란| 밀가루| 빵가루 [양념] 백세 카레가루 2T
블루베리쨈,[재료] 블루베리 500g| 설탕 150g| 레몬즙 2T| 럼 1T| 모닝빵 3개
미니새우버거,[재료] 모닝빵 3개| 새우 10마리| 상추 3장| 토마토 1개| 피클 약간| 마요네즈 [패티양념] 다진양파 1/2개| 빵가루| 밀가루| 계란| 소금| 후추
고구마그라탕,[재료] 고구마 으깬것 250g| 생크림 2큰술| 설탕 1큰술| 버터 1큰술| 아몬드슬라이스| 모짜렐라치즈 [커스타드크림] 우유 270ml| 박력분 25g| 노른자 3개| 설탕 60g| 바닐라오일 약간| 버터 20g
밤식빵,[재료] 국내산 제빵용 쌀가루 390그램| 계란 1개| 우유 250~270ml| 인스턴트 드라이 이스트 4그램| 소금 4그램| 버터 50그램| 설탕 50그램| 밤조림 150그램| 아몬드 슬라이스 30그램. [쿠키반죽] 버터 75그램| 설탕 75그램| 노른자 1개| 박력분 110그램| 바닐라오일 약간
고구마보트,[재료] 고구마 5개| 생크림 3큰술| 버터 2큰술| 커스타드크림 100g| 설탕 1큰술| 소금 약간 | 소금 약간| 설탕 1큰술
감자스프,[재료] 감자(中) 2개| 생크림 1C| 우유 1C| 양파 1/2개| 베이컨 2장| 체다치즈 1장| 피자치즈 약간 [양념] 버터 1T| 육수 1C
뚝배기라면,[재료] 좋아하는 종류의 라면 1봉지| 김치 1/4포기| 굴 5~6개| 파 1개| 청or홍고추 1개 [양념] 고춧가루 약간
포테이토스킨,[재료] 감자 4개| 올리브유 약간| 베이컨 4장| 모짜렐라치즈 200그램| 파슬리 약간 [양념] 소금 약간
오코노미야키,[재료] 양배추 1/2통| 숙주 1줌| 오징어 1마리| 새우 6마리| 베이컨 2줄| 계란 1개| 실파 약간 [오코노미야키반죽] 밀가루 1C| 물 1C| 혼다시 1T| 후추&소금 약간 [양념] 돈가스소스| 마요네즈
야끼만두,[재료] 당면 2줌| 부추 1줌| 만두피 10장 [양념] 간장 2T| 물엿 또는 설탕 1T| 참기름 1T| 다진 파 1T| 다진 마늘 1T | 소금 약간| 후추 약간
두부조림,[재료] 손두부 1모| 포도씨유| 소금 약간| 꽈리고추 1줌| 양파 1/2개| 대파 1줄기 [양념장] 간장 70ml| 물 300ml| 설탕 1큰술| 물엿 or요리당 1큰술| 굴소스 1큰술| 고춧가루 2큰술| 마늘 1/2큰술| 후춧가루 1작은술
매운갈비찜,[재료] 갈비 900그램| 월계수잎 3장| 통마늘 7쪽| 후춧가루 1/2큰술| 청주 1큰술| 감자 2개| 양파 1개 [양념] 고춧가루 1컵(대략 8큰술)| 간장 1컵(8큰술)| 청량고추 3개| 통마늘 10개| 청주 3큰술| 설탕 3큰술| 생강가루 1/2큰술| 참기름 1+1/2큰술| 양파 1개| 파인애플 2쪽| 양겨자가루 3큰술
어묵볶음,[재료] 어묵 500g| 포도씨유 적당량 | 꽈리고추 1줌| 양파 1/2개| 느타리버섯 1줌| 대파 1줄기| 물 1/4컵 [양념] 간장 70ml| 물 30ml| 설탕 1큰술| 물엿 2큰술| 굴소스 1큰술| 고춧가루 1큰술| 마늘 1/2큰술| 후춧가루 1작은술| 통깨 약간 
버팔로윙스,[재료] 닭날개 20개| 재움용 우유 1컵 [허니머스타드소스] 머스타드 1큰술| 마요네즈 1큰술| 꿀 1큰술 [버팔로윙스 소스] 올리브유 1/3컵| 버터 2큰술| BBQ소스 2큰술| A1소스 1큰술| 고운고춧가루 (or파프리카가루) 2작은술| 케첩 1큰술| 후춧가루 1작은술| 다진마늘 1작은술| 핫소스 4큰술| 파슬리 2작은술| 오레가노 1작은술
꼬마김밥,[재료] 밥 2공기| 김밥용어묵| 오이 1/2개| 캔햄이나김밥용햄| 김밥용단무지| 김 [양념] 참기름 1T| 맛소금 1T
홍시아이스크림,[재료] 홍시 또는 대봉시 큰것 6~7개| 생크림 300그램 [양념] 설탕 또는 꿀 3큰술| 레몬즙 1큰술
단호박사블레,[재료] 박력분 210그램| 단호박가루 45그램| 버터 180그램| 슈가파우더 78그램| 호박씨 50그램| 바닐라오일 약간| 계란흰자 약간| 설탕 약간
뮈슬리초코칩쿠키,[재료] 박력분 250그램| 버터 135그램| 베이킹 파우더 4그램| 베이킹 소다 2그램| 계란 1개| 설탕 125그램| 초코칩 200그램| 유기농 초코 뮈슬리 100~150그램
아몬드타르트,[타르트지 재료] 버터 70g| 박력분 130g| 소금 1g| 설탕 5g| 계란 1개 [아몬드크림] 버터 40g| 크림치즈 40g| 설탕 60g| 생크림 20g| 계란 1개| 아몬드가루 120g| 코코넛가루 30g| 바닐라 오일 1ts| 럼주 1Ts| 견과류 적당량
홍시요거트,[재료] 홍시 큰것 4~5개 [양념] 설탕 4~5큰술| 레몬즙 1큰술| 플레인 요거트 1000ml
파네토네,[재료] 강력분 600그램| 우유 250그램| 인스턴드 드라이 이스트 16그램| 소금 9그램| 설탕 108그램| 레몬즙 1큰술| 버터 120그램| 계란 2개| 꿀 12그램| 각종 당절임 과일 240그램| 럼주 1컵 정도| 토핑용 버터 약간
소고기크림치즈오븐스파게티,[재료] 배추김치 50g| 김밥 속에 넣었던 소고기 50g| 체다치즈 1장| 스파게티 국수 1인분| 모짜렐라 치즈 적당량 [양념] 헤비위핑크림 150g
돼지고기김치찌개,[재료] 돼지고기 아무부위나 200g| 감자 중간크기 1개| 양파 1/2개| 두부 1/2모 [양념] 고추장 3큰술| 된장 1큰술| 물| 마늘 다진것 1큰술| 참기름 1작은술
밤머핀,[재료] 박력분 250그램| 버터 100그램| 설탕 80그램| 밤페이스트 70그램| 장식용 밤조림 6개| 베이킹파우더 2ts| 계란 2개| 우유 120ml| 밤조림 150그램| 바닐라오일 약간
찜닭,[재료] 닭 중간크기 1마리| 청양고추 5개| 건고추 5개| 양파 1개| 감자 3개| 당면 1줌| 대파 2줄기| 물 1컵 [닭 밑간] 생강즙 1큰술| 후춧가루 1/2큰술| 마늘 1/2큰술| 청주 1큰술 [양념장] 설탕 3+1/2큰술| 간장 110ml| 캬라멜소스 1/2큰술| 청양고추 5개| 후춧가루 1/2큰술| 다진마늘 1/2큰술| 참기름 1큰술
바나나프렌치토스트,[재료] 브리오슈슬라이스(약간 두툼하게) 2장| 바나나 1/2개| 계란 1개| 우유 1TBSP| 버터 조금| 베이컨 4장| 좋아하는 과일 [양념] 소금 1꼬집| 시럽 적당량| 슈거파우더 적당량
단호박해물치즈구이,[재료] 단호박 작은크기 1통| 낙지 작은크기 1마리| 모듬해물 1줌| 칵테일 새우 1줌| 양파 작은크기 1/2개| 파프리카 1/2개| 대파 1줄기| 떡볶이떡 1줌| 피자치즈 200g [양념장] 고추장 2+1/2큰술| 고춧가루 1/2큰술| 굴소스 2큰술| 다진마늘 1작은술| 후춧가루 1작은술| 설탕 1/2큰술| 요리당 1큰술
파스타,[재료] 앤젤헤어 파스타 1인분| 명란 2개| 마늘 다진것 1큰술| 우메보시 1개 [양념] 참기름 2큰술| 시칠미 적당량
갸토쇼콜라,[재료] 박력분 40g| 코코아가루 50g| 다크초콜릿 100g| 버터 90g| 달걀 4개| 설탕 120개| 생크림 60g [데코레이션] 슈가파우더| 생크림
찹스테이크,[재료] 한우 우둔살 400그램| 파프리카 1개| 피망 1개| 양파 큰것 1/2개| 새송이버섯 1송이| 카놀라유 1큰술| 애호박 1/3개| 후춧가루 2 작은술| 청주 1큰술| 허브솔트 1/2큰술| A1소스 2큰술| 바베큐소스 2큰술 [볶음밥 ] 남은야채| 소고기| 소금 약간| 카놀라유 적당량| 굴소스 약간
바질페스토,[재료] 바질잎 50g| 통마늘 1쪽| 잣 20개| 올리브오일 180ml| 파마산치즈 25g
포카치아,[재료] 강력분 500그램| 설탕 10그램| 소금 10그램| 몰트 1그램| 양파 중간것 1개| 올리브 20개 이상| 올리브유 60cc| 물 350cc| 드라이이스트 8그램 (올리브유 약간)
흑미와플,[재료] 흑미가루 120g| 노른자 2개| 설탕 1큰술| 소금 1/3작은술| 바닐라오일 약간| 베이킹 파우더 1작은술| 우유 100ml| 버터 60g| 흰자 2개| 설탕 1큰술
쏘야볶음,[재료] 후랑크소세지(줄줄이비엔나) 10개| 파프리카 1+1/2개| 양파 큰것 1개| 당근 1/2개| 대파 1줄기| 올리브유 적당량 [양념] 굴소스 1큰술| 케찹 10큰술| 설탕 1/2큰술| 후춧가루 약간
튜나에그샌드위치,[재료] 식빵 6장| 양상추 4쪽| 슬라이스햄| 토마토| 양겨자| 마요네즈| 후추 약간 | 레몬즙| 크림치즈| 계란 6개| 다진양파 1개분
푸딩,[푸딩액 재료] 우유 300g| 설탕 60g| 계란 3개| 바닐라오일 2방울 [카라멜소스] 설탕 60g| 물 4큰술
오븐웨지감자,[재료] 감자 중간것 4개 [양념] 올리브유(or카놀라유) 2큰술| 소금 1작은술| 후춧가루 약간| 파슬리가루 약간| 다진마늘 1/2큰술 [소스] 사워크림| 케첩| 살사소스| 치즈소스
대추스콘,[재료] 강력분 150그램| 박력분 150그램| 설탕 20그램| 소금 2그램| 베이킹 파우더 5그램| 버터 45그램| 건포도 6그램| 달갈 1개| 우유 100ml| 대추야자 씨뺀것 70그램| 계란물 약간
사천짜장떡볶이,[재료] 떡볶이떡 400~500그램 정도| 양파 1/2개| 양배추 큰것 1/8통| 대파 2줄기| 어묵 2장| 쫄면 200그램 정도| 물 또는 육수 1+1/2컵 [양념] 다*다(소고기맛 조미료) 1/2큰술| 춘장 2큰술| 고추장 1큰술| 설탕 2큰술| 다진마늘 1큰술
미니고구마,[재료] 고구마 중간것 5개| 생크림 6~7큰술| 적고구마가루 5큰술| 블럭모짜렐라치즈 100그램 [양념] 설탕 2큰술
바나나찹쌀떡,[재료] 찹쌀가루(습식) 400그램| 찬물 220그램| 바나나 중간것 2개| 옥수수전분 적당량 [양념] 팥앙금 500그램
카레어묵전골,[재료] 어묵 1팩| 팽이버섯 2봉지| 쑥갓 약간| 당근 1/2개| 표고버섯 2개| 대파 1쪽 [카레육수] 물 3컵| 백세카레가루 2T| 가쓰오부시장국 4T
모카머핀,[재료] 박력분 200g| 버터 160g| 설탕 160g| 베이킹파우더 1T| 계란 3개| 우유 2T| 초코칩 40g [양념] 커피액기스 2T| 소금 약간
버섯포카치아,[재료] 박력분 250g| 물 160g| 말린표고버섯 5개| 이스트 5g [양념] 설탕 1T| 소금 1T| 간장 1T| 참기름 1T | 올리브오일 약간
어묵,[재료] 어묵 1봉지| 양배추 1/4통 [육수재료] 무 1/3개| 파 1뿌리| 양파 1/2개| 건새우 약간| 다시마 약간| 청양고추 2개 [양념] 고춧가루 3T| 고추장 2T| 간장 2T| 설탕 1T| 물엿 1T| 다진마늘 1T| 청주 1T| 후추가루 약간
크림소스,[재료] 홍합| 베이컨 2줄| 양파 1/2개| 파프리카 1/4개| 파슬리 [양념] 생크림 2컵| 치즈 취향것
파니니,[재료] 강력분 500그램| 몰트 1그램| 인스턴트 드라이이스트 8그램| 카놀라유 라이트 60CC| 미지근한 물 330cc| 소금 6그램| 설탕 10그램
파니니,[재료] 파니니 5개| 불고기 양념한것 500그램| 닭가슴살 3쪽| 양상추 또는 로메인 10장| 토마토 중간것 2개| 양파 중간것 1개| 치즈 5장| 달걀 3개| 슬라이스햄 10장| 피클다진것 [양념] 머스터드소스| 마요네즈| 버터| 올리브유| 시즈닝솔트
리코타치즈,[재료] 우유 1000ml| 생크림 500ml [양념] 레몬즙(1개분) 6큰술| 소금 1/2~1스푼
시나몬큐브,[재료] 박력분 100그람| 버터 70그람| 바닐라오일 1~2방울| 아몬드파우더 20그람| 소금 1/4ts| 슈가파우더 30그람| 베이킹파우더 1/4ts| 시나몬파우더 1/2ts [양념] 장식용 슈가파우더 1컵
초코바나나머핀,[재료] 바나나 으깬것 3개 | 토핑용 바나나 2개| 버터 200그램| 설탕 200그램| 박력분 370그램| 코코아가루 30그램| 초코칩 50그램| 베이킹 파우더 1ts| 베이킹소다 1ts| 생크림 200ml| 바닐라오일 약간
애호박사워크림케이크,[재료] 박력분 285그램| 버터 88그램| 계란 3개| 설탕 180그램| 애호박 160그램| 우유 3~5큰술| 사워크림 250그램| 베이킹 파우더 4그램| 소금 4그램| 바닐라오일 약간| [스트로이젤]| 박력 80그램| 버터 40그램| 설탕 40그램
브라우니,[재료] 다크커버춰 200g| 버터 100g| 박력분 100g| 코코아 20g| 흑설탕 100g| 계란 3개| 인스턴트 커피 1Ts| 깔루아 3Ts| 견과류 적당히
피낭시에,[재료] 백미가루 75g| 아몬드가루 72g| 슈가파우더 180g| 베이킹 파우더 2g| 바닐라가루 2g| 계란 흰자 200g| 트리몰린(물엿) 18g| 버터 110g
소세지크로와상,[재료] 강력분 360g| 박력분 90g| 물 200g| 드라이 이스트 11g| 소금 9g| 설탕 67g| 버터 45g| 탈지분유 13g| 달걀 1개| 충전용 버터 350g| 달걀 물 약간
뮈슬리바,[재료] 유기농 뮈슬리 250g| 버터 25g| 요리당 50g| 꿀 50g| 호박씨 50g
그린티현미쉬폰,[재료] 현미가루 80g| 노른자 4개| 설탕40g| 우유 또는 물 60ml| 말차가루 7~8g| 포피시드 10~15g| 흰자 4개| 설탕 40g| 카놀라유 또는 녹인버터 55g
카레,[재료] 돼지고기| 당근| 감자| 파프리카| 양파| 올리브유 [양념] 시즈닝솔트| 후춧가루| 파키스탄카레| 한국카레| 일본카레
불닭퀘사디아,[재료] 닭가슴살 4쪽| 각종 야채 [또띠아 재료] 홍피망 1/2개| 청피망 1/2개| 양파 1/2개| 청량고추 3개| 또띠아 8장| 스위트콘 5~6큰술| 올리브유 적당량| 피자치즈 넉넉히 [또띠아 양념] 칠리소스 적당량 [야채 밑간] 시즈닝솔트 1작은술| 굴소스 1작은술 [불닭양념] 고추장 3큰술| 고춧가루 2큰술| 고추기름 1/2큰술| 후춧가루 1/2큰술| 칠리소스 1큰술| 다진마늘 1큰술| 굴소스 3/4큰술| 설탕 1/2큰술 [닭 밑간] 청주 1큰술| 시즈닝솔트 2/4큰술| 생강즙 1/2큰술
계란빵,[재료] 핫케이크가루 300g| 우유 180~200ml| 슬라이스치즈 2장| 파슬리가루 약간| 달걀 3개| 메추리알 12개 [양념] 마요네즈| 소금| 후추| 설탕
초코칩머핀,[재료] 루프 유기농 초코칩 머핀믹스 1개| 올리브유나 카놀라유 150ml| 계란 3개| 우유 50ml [양념] 코팅용 초콜렛 200g| 아몬드 다진것 적당히
얼큰수제비,[수제비 반죽] 중력분 500그람| 찬물 300그람| 올리브유 2큰술| 소금 1작은술| 양파 1/2개| 호박 1/4개| 감자 큰것 2개| 대파 1줄기| 청량고추 3~4개| 다진 마늘 1큰술| 참치캔 작은것 1개| 느타리버섯 약간| 물 3.5컵 [양념] 고추장 3큰술| 혼다시 1작은술| 후추 1작은술| 고춧가루 3큰술
시나몬롤,[재료] 루프 유기농 통밀브레드믹스 1봉지| 우유 330ml| 카놀라유 1큰술 [시나몬롤 아이싱] 크림치즈 85그램| 버터 1/4컵| 슈가파우더 1/4컵| 바닐라오일 약간 [시나몬롤 필링] 황설탕 또는 흑설탕 100그램| 시나몬가루 1큰술| 땅콩분태 1줌
오이무침,[재료] 오이 1개 [양념] 소금 1작은술| 대파다진것 1큰술| 마늘 1작은술| 고추장1작은술| 고춧가루 1작은술| 설탕 1작은술| 깨소금 1작은술| 식초 1작은술| 참기름 1작은술| 통깨 조금
식빵꽃,[재료] 강력분 200g| 박력분 100g| 우유 100g| 물 100g| 설탕 30g| 버터 30g| 인스턴트이스트 4g| 소금 3g| 녹차가루 1ts| 따듯한물 1큰술| 적고구마 1Ts| 딸기쥬스가루 1ts| 물 1큰술
쇼콜라케이크,[재료] 초콜렛 100g| 버터 60g| 박력분 20g| 코코아파우더 40g| 노른자 60g| 설탕 40g| 생크림 50g| 오렌지술 2T| 오렌지제스트 2ts| 다크초코렛 150g| 건조딸기 조금| 피스타치오 조금 [머랭] 흰자 120g| 설탕 50g
전자렌지딸기찹쌀떡,[재료] 딸기 10개| 녹말가루 1/2컵| 팥소 200g| 찹쌀가루 100g| 물 180cc| 설탕 50g
닭고기샌드위치,[재료] 닭고기안심살 12매| 베이비채소 30g| 파프리카 조금| 식빵 2장 [식빵 소스] 허브솔트 1/2큰술| 올리브유 2큰술| 머스터드 1/2큰술| 꿀 1큰술| 바베큐소스 5~7큰술 [샐러드 드레싱] 올리브오일 1T| 식초 1T| 꿀 1T| 소금 1/2T| 후추 조금| 오렌지쥬스 2T
깻잎떡볶이,[재료] 떡볶이떡 400g| 어묵 2장| 양파작은거 1개| 양배추 조금| 깻잎 1묶음| 물국대접 2개 [양념] 고추장 1큰술| 고추가루 1큰술| 찹쌀엿 2큰술| 다시다 조금| 소금 1/2큰술
연어또띠아말이,[재료] 또띠아 2장| 훈제연어 100g| 양파 1/4개| 오이 1/2개| 상추 4장| 오렌지 1개| 마요네즈 2큰술| 케이퍼 10알
김치볶음밥,[재료] 밥 2공기| 김치 1포기| 어묵 3장| 계란 2개| 파슬리 약간 [양념] 설탕 1/2큰술| 굴소스 1큰술| 통깨 약간| 들기름 2.5큰술
바나나머핀,[재료] 바나나 작은것 2개| 버터 50g| 박력분 70g| 설탕 30g| 계란 1개| 베이킹파우더 1ts| 물엿 40g| 꿀 40g| 캬라멜소스 20g| 럼주 1Ts| 코코넛 슬라이스 조금 [캬라멜 ] 설탕 50g| 물 1큰술
모밀국수,[재료] 다시마| 가다랑이포| 모밀면| 김| 대파| 유부 [양념] 간장| 미림
토마토카프레제샐러드,[재료] 토마토 1개| 바질 1줌| 생모짜렐라치즈 125g| 양파 약간 [소스] 올리브오일 2스푼| 발사믹식초 1스푼| 꿀 1스푼| 소금 0.5스푼| 레몬즙 0.5스푼| 후춧가루 약간
오징어청양고추조림,[재료] 오징어링 500g| 마른고추 큰것 2~3개| 다시마 약간| 통마늘 4개| 청양고추 2개 [양념] 물 1/2컵| 맛간장 1/2컵| 생강맛술 2스푼| 올리고당 2스푼| 설탕 0.5스푼| 후춧가루 약간
카야쨈호떡,[재료] 호떡믹스| 카야잼| 피칸
초콜렛치즈머핀,[재료] 초코머핀믹스 1봉| 카놀라유 150ml| 계란 2개| 흰자 1개| 크림치즈 100g [치즈토핑크림] 노른자 1개| 슈가 파우더 25g| 크림치즈 100g
샐러드오므라이스,[재료] 찬 밥 2공기| 양파 1/4개| 닭살 1/2공기| 계란 3개| 식용유 2스푼| 물 1/4컵| 샐러드 채소 [양념] 데이브스 고메 파스타소스 1/2컵| 멜린다 핫소스 5스푼| 소금 0.5스푼| 후추 약간| 호두아몬드 드레싱 적당량
어묵볶음,[재료] 어묵 길쭉한것 5장| 돼지호박 1/5개| 풋고추 1개| 홍고추 1/2개| 양파 1/2개| 통마늘 3개| 식용유 2스푼 [양념] 진간장 2스푼| 소금 약간| 고춧가루 1스푼| 생강맛술 1스푼| 설탕 0.5스푼| 물엿(또는 올리고당) 1스푼| 후춧가루 약간| 깨소금 약간| 참기름 0.5스푼| 대파 1/4대
두부치즈케익,[재료] 두부 185g| 크림치즈 200g| 생크림 40cc| 다이제쿠키 150g| 버터 40g| 계란노른자 2개| 설탕 30g| 레몬즙 15cc| 오렌지술 2T| 오렌지액 1ts| 박력분 30g [머랭] 흰자 3개| 설탕 50g [콩조림] 물 2컵| 설탕 1/2컵| 콩 1컵
라볶이,[재료] 멸치 15마리| 다시마 5조각| 말린표고버섯 2개| 물 3~4컵| 떡볶이떡 1줌| 어묵 2장| 대파 1줄기| 양파 1/2개| 삶은달걀 취향껏| 라면 1개 [양념] 고운 고춧가루 1~2큰술| 간장 2큰술| 설탕 1큰술| 요리당(물엿) 1+1/2큰술
깡장,[재료] 돼지고기 1줌| 오징어 1마리| 양파 큰것 1개| 홍고추 1개| 풋고추 1개| 청양고추 1개| 대파 1/4대| 멸치육수 1컵 [돼지고기양념] 생강술 또는 청주 1큰술| 다진 마늘 0.5큰술| 후춧가루 약간 [양념장] 참기름 1큰술| 시판쌈장 3큰술| 된장 1큰술| 고추장 1큰술| 맛술 1큰술| 다진 마늘 0.5큰술| 고춧가루 1큰술
밤조림,[재료] 밤 1kg [양념] 설탕 500g| 중조 4ts| 럼주나 브랜디 1/2컵| 소금 약간| 물 500g
티라미수컵케익,[재료] 마스카포네 250g| 플레인요구르트100g| 설탕 60g| 레몬즙 1Ts| 계란 2개| 설탕 1Ts| 판젤라틴 2장| 생크림 200g| 녹차스폰지케익 350g| 코코아가루 적당량 [커피시럽] 물 120ml| 설탕 3Ts| 커피 2Ts
닭발,[재료] 뼈없는 닭발 3팩| 깻잎 10장| 포도씨유 1큰술 [양념] 청주 2큰술| 허브솔트 2큰술| 통깨 1큰술| 고추장 3큰술| 고춧가루 3큰술| 진간장 2큰술| 맛술 1큰술| 다진 마늘 2큰술| 다진 생강 1큰술| 설탕 1큰술| 요리당 1큰술| 매실액 1큰술| 참기름 1큰술| 후추 1큰술
크로켓,[재료] 디츠다짐 1봉지| 두부 1/2모| 각종야채 적당량| 녹말가루 3Ts| 계란 1~2개| 빵가루 2컵| 녹말가루 1/2컵| 포도씨유 약간 [양념] 소금 2ts| 후추 2ts
초코칩케이크,[재료] 루프 유기농 초코칩 파운드 믹스 1팩| 계란 3개| 카놀라유 100ml| 버터 150g
복숭아찹쌀떡,[재료] 찹쌀가루 100g| 설탕 50g| 물 180g| 체리쥬스가루 1ts| 팥소 150g| 녹말가루 1/2컵| 코코넛가루 1/2컵
브런치,[재료] 밀가루 40g| 찹쌀가루 10g| 달걀 1개| 소금 조금| 우유 100ml| 달걀| 브로콜리| 식용유 조금| 햄| 버터
굴무밥,[재료] 쌀 2+1/2컵| 물 2컵| 굴 1줌| 무 450g| 돗나물 2줌 [양념] 진간장 1/2컵| 다진 마늘 0.5스푼| 쪽파 썬것 1/2컵| 참기름 2스푼| 깨소금 1스푼| 고춧가루 1스푼
멀티그레인곡물빵,[재료] 루프 멀티그레인 믹스 1팩| 물 300~330ml| 올리브유 1큰술
밥샌드위치,[재료] 밥 1공기| 빵 4쪽| 김치 약간| 애호박 약간| 새송이버섯 약간| 피망 약간| 식용유 약간| 마요네즈 2큰술| 고추장 0.5큰술 [양념] 소금 약간| 후추 약간
와플,[재료] 핫케이크믹스 300g| 우유 200ml| 계란 1개| 생딸기 10개 [양념] 메이플시럽 취향껏| 휘핑크림 취향껏
들깨무국,[재료] 무 중간크기 1/2개| 다진대파 2큰술 [양념] 깨 2큰술| 국간장 1큰술| 들기름 1큰술| 다진마늘 1작은술| 볶은 소금 1/2작은술
연근전,[재료] 연근 165g| 새우살 150g| 빨간파프리카 약간| 녹색파프리카 약간| 밀가루 1/2컵| 양파 30g| 당근 10g [양념] 계란노른자 1개| 소금 0.3스푼| 후춧가루 약간| 생강가루 약간
홈런볼,[재료] 버터 50g| 물 60g| 우유 60g| 설탕 4g| 소금 약간| 중력분 75g| 달걀 2.5개| 생크림 100g| 초콜릿 50g| 꿀 10g
해물볶음라면,[재료] 라면사리 1개| 새우 2마리| 오징어 1/4마리| 양파 1/2개| 당근 1/5개| 콩나물 1줌| 홍고추 1개| 청고추 1개| 대파 1/4뿌리| 다진마늘 0.5큰술| 다진생강 0.3큰술| 포도씨유 2큰술 [양념] 간장 1.5큰술| 굴소스 1큰술| 고춧가루 0.5큰술| 설탕 1큰술| 참기름 0.5큰술 [비린내제거용] 소금 약간| 후춧가루 약간| 맛술 1큰술
찹쌀경단,[재료] 찹쌀가루 300g| 물 11스푼| 고운팥앙금 적당량| 노랑카스테라가루 약간| 연두색카스테라가루 약간| 흑임자가루 약간| 계피가루 약간| 생밤 1개| 대추 4개
